,tweet,verified,created_at,location,favourites,retweets
2385,ขนาด #popcat เรายังทำกันได้ ถ้าเรารณรงค์เลิกเสพผลงานดารา ignore เชื่อสิได้ผล นี่ไม่ได้เป็นการกดดัน แต่เราคือผู้บริโ… https://t.co/ySp0iGrCcU,False,2021-08-15 16:46:34,,0,2
2386,ไต้หวันนางแอบมาตอนพี่ไทยเราหลับจริง5555 พรุ่งนี้ตื่นมาจะโดนโค่นไหม #popcat,False,2021-08-15 16:46:50,,1,2
2387,#popcat  เกือบตาย https://t.co/JNdp5u1WHH,False,2021-08-15 16:46:55,ประเทศไทย,0,0
2388,เราไม่นอนกันหรอ ควงกะกันหรอ #popcat https://t.co/Fr5Mm6PCYG,False,2021-08-15 16:47:00,,0,0
2389,คำนี้เต็มหัว 🖕🖕🖕#ม็อบ15สิงหาคม #popdog #popcat https://t.co/g8uYenIsCJ,False,2021-08-15 16:47:05,,3,9
2390,"Please help Thailand 

#ลูกนัทตาบอด #ม๊อบ15สิงหา  #Kabul #Thailand #popcat https://t.co/nM3R0fE8Qs",False,2021-08-15 16:47:12,"Boston, MA",2,2
2391,"สเปร์ยแอลกอฮอล์ร้านนี้คือกลิ่นดีไม่ไหวแล้วแม่!! หอมทุกกลิ่นเลยค่า

💌 แจกฟรี 1 แกลลอนไปเลย 1000ml เลือกกลิ่นได้ค่า… https://t.co/6Ovs6rfppF",False,2021-08-15 16:47:12,,6,21
2392,"Joshua Rainbow, Edward Halls, and Freddy Heppell คือคนที่ทำเวบ #popcat เป็น computer scientists ประจำอยู่ที่ University of Sheffield 🤗🤗🤗",False,2021-08-15 16:47:37,,3,1
2393,จาก popcat เป็น callout อย่าถามว่าเราได้อะไรจาก popcat #popcat,False,2021-08-15 16:47:39,,0,0
2394,หมกมุ่นสัดๆ นอนเถอะนิ้วตะคริวจะแดก #popcat https://t.co/ol40ZLqGSm,False,2021-08-15 16:47:44,ฟอลก็ได้ไม่ฟอลก็ได้เราปสด,0,0
2395,"ทีมกะดึกยังรัวอยู่ 
เวลาแบบนี้ใครเค้านอนกัน
#popcat https://t.co/MWoVlLub6V",False,2021-08-15 16:47:46,,9,6
2396,ดูเหมือนไต้หวันและเพื่อนบ้านมาเลเซียจะถอดใจแล้ว #popcat,False,2021-08-15 16:47:55,chiang mai Thailand,0,0
2397,"คืนนี้จะกดให้ได้100,000 #popcat",False,2021-08-15 16:48:24,,0,0
2398,I love you Taiwan from Thailand 💗🥺 #popcat,False,2021-08-15 16:48:30,ตัง,1,1
2399,"กว่าเธอจะตอบแชท
เรากด #popcat ได้เป็นแสน🖤🥀",False,2021-08-15 16:48:42,,1,0
2400,สูตรใช้ห้านิ้วกด ห้านิ้วหยุม คือขึ้นไวมาก ขึ้นทีละห้าเลย #popcat,False,2021-08-15 16:48:43,,0,2
2401,"#popcat 
:heart: :heart: https://t.co/35YTgNrKUv",False,2021-08-15 16:49:14,"Sus, France",28,6
2402,ขำไม่ไหว #popcat  เอาจริงคือว่างแหละ 😂😂😂😂😂,False,2021-08-15 16:49:17,Thailand,0,0
2403,แบ่งขาย ราคาเดียว 10 ml 200 ส่งฟรี #ตลาดนัดENHYPEN #ตามหาการ์ดnct #ตลาดนัดEXO  #ม็อบ15สิงหา #ตลาดนัดเด็กสมบติ… https://t.co/jcRHb3SfZ8,False,2021-08-15 16:49:18,,1,1
2404,"#popcat 
Car mob 15-08-21
#ม็อบ15สิงหา
#thailand https://t.co/uzRdGpJ8ub",False,2021-08-15 16:49:27,,0,0
2405,555555555555 อีแมววววววว #popcat https://t.co/4eUqdaldKt,False,2021-08-15 16:49:44,,2,7
2406,"You guys made the game even more fun and thank you for all the support you gave us.🙏🇹🇭🌍🌏🌎
#popcat",False,2021-08-15 16:49:47,,1,0
2407,มงสาม #popcat #popdog https://t.co/VmcCbgAxNm,False,2021-08-15 16:49:51,,6,5
2408,"Kim Jong Un kantoi. Ingat nak bukak tengok je, sekali tertekan pulak. 

#popcat https://t.co/hBCJaOy87t",False,2021-08-15 16:50:07,,0,0
2409,#HowtoPerfect #ส่งต่อสกินเเคร์ #ส่งต่อคสอ #ถูกและดีบอกต่อ #ถูกบอกต่อ #ถูกและดี #ใช้ดีบอกต่อ #พร้อมส่ง… https://t.co/UaTTYaabHu,False,2021-08-15 16:50:25,,0,0
2410,พี่ไทยแผ่วแล้ว สงสัยสลบกันหมด ส่วนไต้หวัน กำลังเล่นทีเผลอแหละ #popcat #popcatthailand https://t.co/6OvUCqWrmi,False,2021-08-15 16:50:44,"สมุทรสาคร, ประเทศไทย",0,0
2411,"ใต้หวันนางเริ่มเร่งสปีดแล้ว เราต้องลุยๆๆๆๆคร้าาาา
#popcat https://t.co/0HD7DP4Odw",False,2021-08-15 16:50:55,,0,1
2412,ทุกการกด #popcat ของทุกคนมีความหมาย!!! https://t.co/xlZnKogSbi,False,2021-08-15 16:51:04,,0,1
2413,What we can do now is #popcat for the nation 👏 https://t.co/2gW3RAUKvT,False,2021-08-15 16:51:12,Republic of Korea,0,1
2414,"world wide = Thailand 
I know it when I join this lovely fanclub *kiss kiss*
#popcat",False,2021-08-15 16:51:13,"Riga, Latvia",1,2
2415,"#popdog #popcat #ม็อบ15สิงหาคม 
ฝาก #น้ําท่วมเชียงราย ด้วยค่ะ",False,2021-08-15 16:51:17,ประเทศไทย,0,0
2416,ใจเย็นไทยแลนด์ #popcat https://t.co/z8iwFysu6a,False,2021-08-15 16:51:18,,1,1
2417,#popcat https://t.co/Qi0UCAjpnu,False,2021-08-15 16:51:25,,0,1
2418,เปลี่ยนผลัดหน่อยครับ ZzzZzz ตื่นเช้ามาไต้หวันอาจแซงได้ #popcat https://t.co/rhHdBLRX8b,False,2021-08-15 16:51:30,"กรุงเทพมหานคร, ประเทศไทย",1,0
2419,My small contribution to our beloved 🇲🇾 #popcat https://t.co/1EcZqqtkaq,False,2021-08-15 16:51:34,KL. Ipoh,0,0
2420,"Kita plays https://t.co/FNHqio2wGG 

#popcat #thailand #popcatthailand https://t.co/fBfW49ib2M",False,2021-08-15 16:51:34,"กรุงเทพมหานคร, ประเทศไทย",0,0
2421,"แคปไว้ตอน 9,999 เครื่องดับตอน 38,xxx กว่าๆ แบตหมด 5555 #popcat https://t.co/tGTmbsmzSo",False,2021-08-15 16:51:42,,0,0
2422,"อยากเปลี่ยนที่กดให้เป็นปืนกล
จะเอาไปยิงอิคิวบ์ที้งซูจิน
#popcat #SOJIN #GIDLE https://t.co/LmaWMxR6i9",False,2021-08-15 16:51:47,,2,1
2423,"#popdog #popcat 
#popcatthailand 
Please attention,Thai politics now it's so bad. 
We need help.",False,2021-08-15 16:51:47,,0,3
2424,"ขอกำลังเสริมด่วนค่ะ ตอนนี้PPS Taiwanมันแซงเราไปแล้ว
#popcat https://t.co/tEltQtOx4o",False,2021-08-15 16:51:52,,3,1
2425,I mean popduck pls #popcat #popdog,False,2021-08-15 16:52:06,,2,1
2426,โอ้โหไทยแลนด์ 5555555555555 #popcatTH https://t.co/0Si9PapCue,False,2021-08-15 16:52:20,,3,1
2427,ไต้หวันจะแซงเบ๋อ #popcat https://t.co/Cf4Pz94kLy,False,2021-08-15 16:52:29,จ้างวีฟ้อนด์ที่sales@bnk48.com,2,0
2428,#popcat https://t.co/9BFUE7sb5A,False,2021-08-15 16:52:32,,0,0
2429,อัลลัยนะ นอกจาก #popcat ยังมี #popdog อีกเรอะ https://t.co/WaCCV4WggX,False,2021-08-15 16:52:40,langley virginia,11,1
2430,ขำเพื่อน นี่บอกเพื่อนตอนเที่ยงว่ากู้ชาติอยู่แล้วนางคิดว่านี่ไปม็อบเหรอ555555555 จริงๆแล้วเล่น #popcat,False,2021-08-15 16:53:01,"นครศรีธรรมราช, ประเทศไทย",0,0
2431,นิ้วล็อคกันยังนุด~#popcat https://t.co/ZAOA24OKBa,False,2021-08-15 16:53:16,"สตูล, ประเทศไทย",0,0
2432,เอาจริงนะ ไอสิ่งนี้แม่งทำให้รู้ว่าธรรมชาติของมนุษย์คือชอบเรื่องไร้สาระอ่ะ 5555555555555555555555555555555555555555… https://t.co/WVFP9AwTpE,False,2021-08-15 16:53:31,บะลั่กๆ🌝,2,1
2433,หาตัวแทนรับถ้วยยัง?? #popcat,False,2021-08-15 16:53:38,ยุ่ง,0,0
2434,ประชากรไต้หวันเริ่มมาเเล้ว ตอนนี้เลขไต้หวันขึ้นเร็วมาก ไทยยังอยู่มั้ย  #popcat https://t.co/jSaSj3S19i,False,2021-08-15 16:53:42,,1,4
2435,"Updated at 23:50 on 15 Aug 2021  36,147k 🥇Thailand 🇹🇭 Are you serious ? You are the best !! #popcat https://t.co/9brbfCPRl7",False,2021-08-15 16:53:44,,1,0
2436,ไต้หวันไม่หลับไม่นอนกันหรอ #popcat,False,2021-08-15 16:53:46,ศาสนาป่าป๊าแฮชาน พ่อแจมิน,1,0
2437,"ฝากน้อนด้วยยยยย
#popcat https://t.co/2ObUOQW764",False,2021-08-15 16:53:49,,0,0
2438,ไต้หวันตื่นตัว หลังไทยเริ่มเข้านอน ตื่นเถิดชาวไทย  #popcat https://t.co/xG1kL5dKmG,False,2021-08-15 16:53:59,"Bangkok , samut prakarn",1,9
2439,คืนนี้เอาแสนล้านเลยมั้ยค้าบบ #popcat https://t.co/EzTQTLIWbU,False,2021-08-15 16:54:01,คลั่งรักซองชาน หม่ามี๊น้องแพ🍼,0,0
2440,ฉันจะลืมแคปเลขสวยๆๆไม่ได้ กดต่อไป  #popcat https://t.co/HaI6oQDwZ6,False,2021-08-15 16:54:05,,0,0
2441,ขอบ้างหน่อย เครื่องนวดสู้เขา อย่าไปยอม #popcat https://t.co/YnRZC2tQsv,False,2021-08-15 16:54:08,ʚ น้องจองกุกของหมามี๊,2,4
2442,"เปิดรับหวยรัฐบาล 16/08/64 

2 ตัว บาทละ 85 
3 ตัวตรง บาทละ 700
3 ตัวโต๊ด บาทละ 100

❌ ปิดรับ 14.30 น. วันหวยออก

💸… https://t.co/gM6hK768HN",False,2021-08-15 16:54:21,,0,0
2443,จะเอาอันดับคืนเบ๋ออออ #popcat https://t.co/Klc2elu37i,False,2021-08-15 16:54:21,กรุงเทพมหานคร,4,5
2444,Seguiré a los que me sigan aquí en Twitter #popcat #MUFC #IndiaAt75,False,2021-08-15 16:54:24,,0,0
2445,คนไทยไม่นอน คือเรื่องจริง #popcat #popcatTH https://t.co/IiVC8ttpJ6,False,2021-08-15 16:54:27,หมาหน้าตึกดำ,1,1
2446,"กด #popcat แทบตาย สุดท้ายจองวัคซีนไม่ทัน 
นิ้วกุล็อคไปแล้ววววววว",False,2021-08-15 16:54:38,,0,0
2447,"กดไม่ถึงครึ่งชั่วโมง เราก็เก่งเหมือนกันนะเนี่ย 555 นิ้วชาละหนึ่ง
#popcat https://t.co/DPTiSoATVT",False,2021-08-15 16:54:53,"จ.เชียงราย, ประเทศไทย",4,1
2448,คือกูรักไต้หวันมากกกๆๆๆประเทศเขาคือที่สุดของความน่ารักอีะหื้อออเขามาร่วมแสดงความยินดีกับไทยและยังให้กำลังใจคนไทยด้ว… https://t.co/jAmrxEOvsN,False,2021-08-15 16:55:02,,2,0
2449,#popcat #ส่องทวิตยามเช้า https://t.co/s24PduQufV,False,2021-08-15 16:55:04,,0,1
2450,มอเราคือน่ารักมากก ที่ทำอยู่อย่างน้อยๆก็ได้ชั่วโมงกิจกรรมแหละ55555😂 #popcat https://t.co/LvHeDwA1CH,False,2021-08-15 16:55:06,"สมุทรสาคร, ประเทศไทย",1,1
2451,"ไต้หวันเม้าคนไทยว่าเล่นpop cat ได้เพราะไม่มีงานทำกัน กูจะบอกเอาไว้ตรงนี้เลยว่า 
จริง 
#popcatthailand",False,2021-08-15 16:55:06,,0,0
2452,เรื่องไร้สาระขอให้บอก  #Thailand #1 #popcat https://t.co/LnCjdThuSU,False,2021-08-15 16:55:12,"อ.สว่างแดนดิน, จ.สกลนคร",1,1
2453,อี จิน เธอได้ ไฟเซอร์ 6 เข็มรอบสะดือ #ไฟเซอร์หายไปไหน #โควิดวันนี้ #popcat https://t.co/AOCfM1gTga,False,2021-08-15 16:55:12,,2,4
2454,ขออนุญาติขายค่ะ🙏🏽 เงินก็ไม่พอใช้ ยังมาอยู่ในห้วง รบสต. #popdog #popcat #โบ๊ะบ๊ะแฟมิลี่ #ม็อบ15สิงหาคม #KF94… https://t.co/H0hxwHOwhd,False,2021-08-15 16:55:18,,0,0
2455,นอกจาก #popcat มี #popdog ด้วยเหรอคะ ลิงก์ไหนเนี่ย 😂,False,2021-08-15 16:55:35,Bangkok Thailand ,2,0
2456,"⌗ 𝗡𝗘𝗧𝗙𝗟𝗜𝗫 𝗣𝗥𝗘𝗠𝗜𝗨𝗠 𝟰𝗞 🐆Ⓜ️

⟡ 30 day = 50 บาท

🧁จอหารร่วม
🧁แอคไทย โอนปุ๊ปรับปั๊ป
⚠️รีทวิต ลดเหลือ 48 บาท🐛… https://t.co/POa16OncpE",False,2021-08-15 16:55:42,ร้านน้ำชา3oo%,3,3
2457,@PaddyPure นึกถึงเกมส์นี้เลย Whack Your Boss #popcat,False,2021-08-15 16:55:47,,1,1
2458,คฝ หรือ ฝค #ม็อบ15สิงหาคม #popcat #WhatsHappeningInThailand https://t.co/8nYdnvwrQv,False,2021-08-15 16:56:12,,1,1
2459,ไทยอย่าแผ่ว ไต้หวันสปีดแน้ววว!! #popcat,False,2021-08-15 16:56:25,,1,2
2460,"ฝาก #น้ําท่วมเชียงราย หน่อยทุกคน
อ่านแชทน้องแล้วหดหู่มาก คนไกลช่วยอะไรไม่ได้นอกจากทวิตติด#ต่างๆ ไม่ว่าจะเกิดอะไรขึ้… https://t.co/ZLhacYo4R8",False,2021-08-15 16:56:29,,0,4
2461,ส่งไม้ต่อค่ะ ไม่ไหวแล้ว🤣🤣🤣🤣 #popcat https://t.co/Rh4U8Mfreb,False,2021-08-15 16:56:48,,2,1
2462,ทำไมแมวกูตาแดงคะ #popcat,False,2021-08-15 16:57:01,,0,0
2463,กรี๊สสสสคนไทยทำสำเร็จ หนึ่งในผู้พัฒนา Popcat ช่วยออกมาคอลเอาท์ พูดถึงปัญหาประเทศไทย #มัมหมีตีป้อม #ม๊อบ15สิงหา… https://t.co/HhAVmfBb3a,False,2021-08-15 16:57:07,,9,21
2464,มีใครกดเเมว #popcat ได้ไม่นิ้วล็อค แต่กดวัคซีนไม่ทันมั้ยคะ 😔,False,2021-08-15 16:57:17,,0,0
2465,กะกลางคืนยังทำงานกันอย่างขมักเขม้นอยู่เลยค่ะ😂 #popcat https://t.co/quXzK2zxOd,False,2021-08-15 16:57:23,"กรุงเทพมหานคร, ประเทศไทย",1,0
2466,"เสียอะไรก็ไม่ว่า แต่เสียหน้าข้าไม่ยอม
สงครามนี้มันยังไม่จบหรอก ปลุกเลือดนักสู้ในตัวท่านขึ้นมาเหล่านักรบรัตติกาลทั้ง… https://t.co/j9xAaq8KP5",False,2021-08-15 16:57:33,,4,1
2467,แง้ ยากข่วยไทยแลนด์แต่อยู่เดนมาร์ก #popcat https://t.co/4D3qNB6WbR,False,2021-08-15 16:57:41,,1,0
2468,คฝ หรือ ฝค #ม็อบ15สิงหาคม #popcat #WhatsHappeningInThailand https://t.co/YDX0yBt8oa,False,2021-08-15 16:57:43,,3,3
2469,ไต้หวันมันมาแล้ววว  #popdog #popcat https://t.co/soR0yIHLhk,False,2021-08-15 16:57:55,,6,0
2470,จิ้มไปเลย10นิ้ว ๆๆๆ จนตอนนี้นิ้วเป็นขนมจีบไปแระ #popcat https://t.co/KRfbWC5Gic,False,2021-08-15 16:57:59,,2,0
2471,นอนได้🤣 #popcat https://t.co/JcZPB4gnuW,False,2021-08-15 16:58:08,,3,0
2472,#popcat 🤣🤣🤣🤣 https://t.co/YvoAEkVpbM,False,2021-08-15 16:58:39,,1,1
2473,คนไทยเอาไรไม่โหด ทั้งชีวิตคนไทยมันแย่งกดแย่งลงกันเกือบทุกเรื่อง เรียนมหาลัยลงทะเบียนเรียนเสียตังเท่ากันยังต้องแย่งล… https://t.co/jHmfjAhVvl,False,2021-08-15 16:58:44,"Bangkok,Thailand",3,4
2474,"นิ้วล็อคมั้ย ถามใจเทอดูวววววววว

#popcat https://t.co/UroBG4Bqbs",False,2021-08-15 16:58:50,,2,1
2475,ฉันจะไม่ตายไปเฝ้าสมบัติ ฉันจะตายไปเฝ้าถ้วย Popcat #popcat #popcatclick #ClickforDemocracy https://t.co/6em49e0ZMf,False,2021-08-15 16:59:13,Thailand,1,1
2476,รัวเลยน้า .55555 #popcat https://t.co/rOMWY41VPL,False,2021-08-15 16:59:14,"อ.เมืองภูเก็ต, จ.ภูเก็ต",3,1
2477,"อยากเล่นจัง😂
#popcat",False,2021-08-15 16:59:25,,1,0
2478,#popcatthailand https://t.co/wHcoy3O0mN,False,2021-08-15 16:59:32,,0,0
2479,เคล็ดลับ #popcat คือคนไทยผ่านศึกลงทะเบียนของ #รบสต มาก่อน,False,2021-08-15 17:00:00,Amphoe Mueang Chiang Rai,1,0
2480,#popcat #hxh #HunterXHunter #killua https://t.co/o0Qf1FFkMk,False,2021-08-15 17:00:03,Anime,1,0
2481,#popcat #ม็อบ15สิงหาคม ขอกระจายข่าวหย่อยจ้า https://t.co/XIay9aVw7Q,False,2021-08-15 17:00:13,,3,7
2482,"อันดับ Hashtags BNK48
วันที่ 15 ส.ค. 64 (1/2)

1 #BNK48 10121
2 #MusicBNK48 7169
3 #NoeyBNK48 7073
4 #MobileBNK48 5… https://t.co/8t2V8mBGNd",False,2021-08-15 17:00:23,"Bangkok, Thailand",42,51
2483,"ไทยชนะ 😂😂😂
#popcat https://t.co/uCLRs00mNU",False,2021-08-15 17:00:26,,1,1
2484,ขอลิ้งกดหน่อย หาในเน็ตไม่เจอเเล้วง่าาา อาการว่าง555 #popcat,False,2021-08-15 17:00:26,,4,0
2485,ขออนุญาตรบกวนฝากร้านคุณป้าหน่อยนะคะ🙏🏻🥺 #popdog #ม็อบ15สิงหาคม #ลูกนัทตาบอด #ShopeexBonzWar #ม๊อบ15สิงหา #popcat https://t.co/if2ZDfLv7H,False,2021-08-15 17:00:28,,3,9
2486,"ตามกระแส​ #popcat #popdog
#ผนงรจตกม #ออกไป https://t.co/Y37kDvD4ku",False,2021-08-15 17:00:46,,8,2
2487,น่าเล่นขึ้นเยอะ56666554555555555 #popcat https://t.co/l1005kpMiO,False,2021-08-15 17:00:54,ไม่บอก,3369,6581
2488,"タイではpopcatと言うのが流行っとるらしい。

（タイ人曰く、）暇すぎてあっという間に国別ランクで世界一に躍り出たとか。

#popcat",False,2021-08-15 17:01:03,,2,0
2489,#popcat https://t.co/c0OVPmrYZV,False,2021-08-15 17:01:04,,0,0
2490,สู้ต่อไป #popcat https://t.co/t7tOdjbTAc,False,2021-08-15 17:01:14,,0,0
2491,เอาจนปวดนิ้ว 5555 #popcat https://t.co/O048bC40gW,False,2021-08-15 17:01:20,,0,0
2492,"อย่าท้าทายประเทศที่กำลังว่างงาน​
#popcat https://t.co/chn9ylARUG",False,2021-08-15 17:01:23,"เชียงใหม่, ประเทศไทย",1,0
2493,ซ้อมกดวัคซีน #popcat #popcatthailand https://t.co/sqVv4GggDd,False,2021-08-15 17:01:37,,1,0
2494,ฝึกคลิกรัวๆเผื่อได้กดจองวัคซีนได้ทันกับคนอื่นบ้าง #popcat https://t.co/GnPNZDD2b9,False,2021-08-15 17:01:48,,0,0
2495,อัศวินรัตติกาลมารับไม้ต่อ ราชารุ่งอรุณจะออกกะแล้ว #popcat,False,2021-08-15 17:01:50,,2,0
2496,หนังไก่ทอดกรอบ!!!  อร่อยเหาะ เกาะติดทุกกระแสสังคมจ้ะ #popcat https://t.co/3gMv9QKJUE,False,2021-08-15 17:02:08,,0,0
2497,"แจกนะคะแฮ่ะๆ ไปเจอกองนี้แบบงงๆ
💌~ ออกแค่ค่าส่ง30฿ค่ะ 2คน เดมเลยง่ะ
(ใครกด #popcat มากกว่ากันรับแพคที่เป็นน้องแง้วๆไ… https://t.co/NzRbTFhzBN",False,2021-08-15 17:02:18,,2,0
2498,ระวังไต้หวันนะทุกคน เค้ากำลังตามมาทวงคืนตำเเหน่งเเล้วว #popcat,False,2021-08-15 17:02:19,,0,1
2499,"なんかめっちゃ流行ってる
かわいいからクリックしちゃうよ #popcat 
https://t.co/PIHlUnQMRi",False,2021-08-15 17:02:31,バンコク,1,1
2500,มาถึง 36 ล้าววววว โอ้วววว #popcat https://t.co/bH7Ed4ZrbW,False,2021-08-15 17:02:41,BKK,1,0
2501,ฉันอยากรู้แค่ว่าเกมมันจะจบตอนไหน หรือกูต้องนั่งกดจนแก่ #popcat,False,2021-08-15 17:02:44,,1,0
2502,"We are the winner of Popcat game that mean we want to show you what is happening in our country.
#popcat  #popdog",False,2021-08-15 17:02:52,,1,2
2503,ขออนุญาตยืมแท็กหน่อนนะคะ ฝากร้านโปรร้านเราด้วยนะคะ🙇🏻‍♀️ #สลิ่มvsสามกีบ #ไล่ประยุทธ์ #ShopeexBonzWar… https://t.co/uviFrykX3P,False,2021-08-15 17:03:02,ส่งของ อ. พฤ. ส. 💗,0,1
2504,"เปิดหาร Youtube !!

➡️ 3เดือน 100฿
🔆 6เดือน 150฿
🔆 1ปี 250฿

⟢ราคาสุดคุ้ม
⟢ใช้ยาวๆเมลเดิม
⭐️รับประกันตลอดอายุ… https://t.co/qhccpByfXV",False,2021-08-15 17:03:06,,1,1
2505,คนไทยว่างขนาดไหนคลิปนี้มีคำตอบค่า #popcat https://t.co/qKnubd7l8U,False,2021-08-15 17:03:19,100% horny 18+ ,7,6
2506,"เคสสติ๊กเกอร์ สั่งทำได้นะคะ 
• เว้นใส่โพลาลอยได้ค่ะ 
• เคลือบเรซิ่น / ไม่เคลือบเรซิ่น 
• สติ๊กคิดไม่หมด แถมให้เลยค่… https://t.co/oIabX1od9g",False,2021-08-15 17:03:23,"อ.เมืองเชียงใหม่, จ.เชียงใหม่",0,0
2507,❤ #popcat https://t.co/nzWZDevz8L,False,2021-08-15 17:03:34,"Bangkok, Thailand",1,1
2508,"คุณอาจชนะ อาจเป็นที่ 1 ในเกม #PopCat ภายในหนึ่งวัน แต่คุณจะรักษามันไว้ได้ตลอดไปหรือไม่
คุณต้องการและพยายามจะได้มา… https://t.co/CXmfFcjqBW",False,2021-08-15 17:03:38,,1,2
2509,"พอก่อน ไม่ไหวแล้ว🤣
#popcat #popcatthailand https://t.co/d2hlxCyWst",False,2021-08-15 17:03:44,,1,0
2510,อยากแซงไทยแลนด์ก็ต้องกดกันค่อนประเทศอ่าค่ะ555555 #popcat,False,2021-08-15 17:04:02,,4,2
2511,#popcat,False,2021-08-15 17:04:22,,0,0
2512,#popcat https://t.co/0Nowjpj8w4,False,2021-08-15 17:04:40,"Bangkok, Thailand",5,10
2513,#popcatthailand #popcat  กูงง อยู่ มำเพื่ออะไร แต่ก็เออ มีเพื่อนแหละ ระหว่าเล่นขึ้นทีละ สองล้าน https://t.co/kbT10oHDwP,False,2021-08-15 17:04:45,"Bangkok, Thailand",3,0
2514,อดใจไม่ไหวจริงๆ 55555555555555555 #popcat https://t.co/XhT6nsoUQJ,False,2021-08-15 17:04:52,,8,3
2515,one night miracle ของจริง 5555555555555555555 #popcat,False,2021-08-15 17:05:01,"Bangkok, Thailand",0,0
2516,ที่ไทยได้อันดับหนึ่งกด #popcat ของโลกเพราะฝึกสกิลมาจากโครงการตั่งๆของรัฐบาลค่ะ  ประเทศอื่นเขาไม่ได้มีโครงการสวัสดิก… https://t.co/VebfnW2CCn,False,2021-08-15 17:05:03,JM -- bttm --ไม่สลับโพ,3,1
2517,"ตัวจุดชนวนความรุนแรงแฝงอยู่ในกลุ่มพวกเรา 
#ม็อบ15สิงหาคม #popdog #popcat #WhatsHappeningInThailand https://t.co/VAD7eesbEp",False,2021-08-15 17:05:14,,7,25
2518,"#popcat  ณ เวลา 00.00 16/08/2019
#Thailand  …1 https://t.co/OKLPyD7lfh",False,2021-08-15 17:05:34,"กรุงเทพมหานคร, ประเทศไทย",3,1
2519,"We enjoyed the game a lot, seeing smiles during the stressful moments🙏🙏🙏🇹🇭🇹🇭🇹🇭 #popcat",False,2021-08-15 17:05:38,,2,0
2520,#ม็อบ15สิงหาคม #popcat https://t.co/TETd6nPcH6,False,2021-08-15 17:05:47,,2,0
2521,"ꕀ Night Pupe 🐰🤍

    ＿　∩
    ﾚﾍヽ| |⑅
　   ( 'ω' )
     c( uu]
𖥧   𖧧      𖥧    𖠿   𖥧  𖧧𖥧   

#PupeBNK48 
วันนี้เป็นน้… https://t.co/f68zmEUfRf",False,2021-08-15 17:05:50,Thailand,22,23
2522,"Help us, please #popcat https://t.co/q88J7OXM5O",False,2021-08-15 17:06:01,Thailand,5,7
2523,"เห็นมีแท็คพ่วงพ่อแง้ว แต่เรามาช้าเกินไป 5555555555555555555555555
5555555555555555555
#popcat… https://t.co/BdDUrovGyM",False,2021-08-15 17:06:49,,0,1
2524,แบบนี้คือน้องหมาล่มหรอ ฮืออออ #popdog #popcat https://t.co/Gs2r8tCZ0q,False,2021-08-15 17:07:14,,1,0
2525,ปั่นสุดๆไปเลย 🇹🇭 ชนะนี้วัคซีนดีๆ ต้องมาแล้วไหม? เลขขึ้นเร็วมาก #popcatthailand #popcat #ไฟเซอร์หายไปไหน https://t.co/8ncyZAjPaJ,False,2021-08-15 17:07:36,ประเทศไทย,2,1
2526,ไทยคือกลัวเค้าตามทันหรือลูก #popcatthailand #popcat https://t.co/h2D3KBml7a,False,2021-08-15 17:07:49,,5,4
2527,"Thailand, land of getting shit things be serious. 😂 #popcat",False,2021-08-15 17:07:52,,0,0
2528,ช่วยชาติ #popcat https://t.co/XNEeGKTQ42,False,2021-08-15 17:08:00,,1,1
2529,นี่กูทัชจอไปสองแสนครั้งเลยเหรอวะวันนี้ หยุดไม่ได้จริงๆ iPhone 12 Promax นี่มันแกร่งจริงๆ #popcat https://t.co/hd4hbmChvX,False,2021-08-15 17:08:02,"91.391111, 100.986389",1,1
2530,ไทยคือไม่พัก #popcat https://t.co/9uT5ZDMMfI,False,2021-08-15 17:08:05,,2,1
2531,#NewProfilePic #popcat  ทำไมตาเป็นสีแดง?? https://t.co/GcypMBgeUM,False,2021-08-15 17:08:19,,1,0
2532,bruh wth is wrong with Thailand snatching first place with 35B counts within a day stop spoiling the game 😭😭😭😭😭😭 #popcat,False,2021-08-15 17:08:25,2/4/15 • nb blocked ✨,0,0
2533,555555555⁵5555555⁵5555555⁵55555555555555555555 #popcat https://t.co/OscpAZAot5,False,2021-08-15 17:08:31,แทรคกิ้งสินค้า👇👇,6,4
2534,#popcat https://t.co/NWDusuVQDi,False,2021-08-15 17:08:34,Bangkok,0,0
2535,https://t.co/uf2shydOzA นาน ๆ เขียนที ดีกว่านั่งคลิก #popcat อย่างน้อยอ่านแล้วยังได้อะไรบ้าง,False,2021-08-15 17:08:54,"Bangkok, Thailand",0,0
2536,#popcat Wide-Mouthed Popping Cat https://t.co/Q49u612ymY Thailand no1,False,2021-08-15 17:09:11,,1,1
2537,"โอเค ได้ช่วยชาติละ นอนได้ ..
 #popcatTH #POPCAT #popcatthailand https://t.co/0McgHhhRXV",False,2021-08-15 17:09:15,phatthalung,0,0
2538,ล่าสุด อิเหมียว #popcat ได้มาอยู่หน้าหลักแล้วจ้า ว่างเมื่อไหร่ก็เข้ามากดได้ตลอด 😂😼 https://t.co/ANUaV6RUuU,False,2021-08-15 17:09:22,,0,0
2539,คือคนไทยนอกจากจะมุ่งมั่นแล้วยังครีเอทมากชอบ #popcat https://t.co/63TFTPl2Bi,False,2021-08-15 17:09:33,"allren / oisuga , meguyuji",7,8
